,koi_fpflag_nt,koi_fpflag_ec,koi_time0bk,koi_time0bk_err1,koi_duration,koi_duration_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err1,koi_srad
2723,1,0,134.094,0.008911113748378729,10.73,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,158.56,-48.26,1.0,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
2725,0,0,133.61605,0.00404,1.861,0.126,-20.1,1.03,0.09,76.18,-58.96,1.0,4811.0,174.0,4.626,0.057999999999999996,0.634
2727,0,0,136.35647,0.00643,3.985,0.173,-12.8,1.45,0.45,288.69,-109.01,1.0,6020.0,190.0,4.427,0.07,1.04
2728,0,0,150.5394,0.0119,4.996,0.345,-26.9,1.91,0.61,56.76,-18.22,1.0,6338.0,172.0,4.418,0.067,1.091
2729,0,0,173.77594309999998,4.98e-05,6.0285400000000005,0.00455,-15.5,59.31,14.97,134.64,-127.05,1.0,6095.0,213.0,3.8939999999999997,0.512,1.94
2730,0,0,132.37083,0.00293,3.0189,0.0819,-2.7,0.77,0.12,123.97,-52.24,2.0,5678.0,102.0,4.484,0.03,0.97
2731,0,0,173.58286299999997,0.000427,3.7988,0.0217,-108.0,584.67,0.0,0.0,0.0,1.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
2732,0,0,169.87446,0.00558,2.062,0.178,-59.5,1.92,0.2,46.45,-24.96,1.0,5423.0,108.0,4.542,0.033,0.828
2733,0,1,171.230501,0.000939,2.4676,0.0333,-1.5,1.96,0.41,4420.58,-3871.8,1.0,6280.0,157.0,4.098,0.228,1.551
2734,0,1,171.00298999999998,0.00105,3.4303,0.0693,-8.0,7.84,1.17,233.99,-287.2,1.0,5731.0,170.0,4.005,0.27,1.913
2735,0,1,170.81044,0.00168,5.699,0.109,-11.6,4.83,0.77,201.48,-160.79,1.0,6573.0,79.0,4.2,0.126,1.455
2736,0,0,170.189414,0.000351,1.742,0.0352,-19.2,9.57,2.64,645.7,-429.98,1.0,6581.0,187.0,4.138,0.22,1.536
2737,0,1,172.37193,0.00154,3.77,0.0852,-11.9,23.78,7.13,502.97,-164.2,1.0,6407.0,160.0,4.48,0.052000000000000005,0.955
2738,0,0,174.42853,0.00195,5.207,0.0624,-4.5,3.95,0.59,816.29,-960.36,1.0,6049.0,132.0,3.7689999999999997,0.22399999999999998,2.52
2739,0,0,174.8467,0.00196,3.6399,0.0591,-7.7,1.59,0.16,17.21,-12.48,1.0,5411.0,107.0,4.477,0.07,0.888
2740,0,0,170.59883200000002,0.000873,2.8943,0.0295,-5.3,2.13,0.31,25.69,-15.51,1.0,5680.0,102.0,4.414,0.076,1.016
2741,1,1,189.1791,0.0234,24.472,0.738,-48.3,3.48,0.8,1.27,-0.49,1.0,5514.0,182.0,4.569,0.038,0.826
2743,0,0,132.66025,0.00653,3.43,0.154,-4.3,1.44,0.23,1257.57,-1211.7,1.0,5635.0,85.0,4.117,0.203,1.452
2744,0,0,142.7588,0.0103,7.225,0.25,-7.1,1.01,0.29,45.55,-19.97,1.0,5952.0,161.0,4.41,0.10099999999999999,1.002
2747,0,0,158.866724,0.000106,7.442189999999999,0.0061600000000000005,-368.0,68.86,14.55,11.09,-5.92,1.0,5427.0,161.0,4.448,0.11699999999999999,0.899
2748,0,0,133.53763,0.00516,2.377,0.17,-12.1,1.43,0.23,220.7,-129.29,1.0,5886.0,70.0,4.345,0.084,1.152
2749,0,0,134.9588,0.0098,5.382,0.233,-3.0,1.28,0.24,384.66,-349.99,1.0,6231.0,125.0,3.9760000000000004,0.18,2.062
2751,0,1,173.65096,0.00442,7.9,1.5,-12.4,3.84,1.0,623.72,-557.26,1.0,8308.0,229.0,3.861,0.301,2.879
2754,0,0,172.66256,0.00133,2.9903,0.0396,-3.2,1.38,0.22,299.69,-159.33,1.0,5945.0,106.0,4.402,0.054000000000000006,1.089
2755,0,0,189.60082,0.00714,8.707,0.214,-8.7,1.57,0.25,3.51,-1.87,2.0,5945.0,106.0,4.402,0.054000000000000006,1.089
2756,0,0,170.321819,0.000386,1.536,0.0231,-6.6,30.03,4.75,511.85,-373.32,1.0,5779.0,104.0,4.308,0.138,1.119
2757,0,0,173.90355,0.00138,5.1803,0.0504,-14.5,3.56,0.57,17.49,-11.96,1.0,5951.0,107.0,4.319,0.12,1.155
2758,1,0,170.70204099999998,0.000156,1.3988,0.0121,-3.2,83.25,9.15,46192.54,-80213.1,1.0,8491.0,67.0,3.853,0.23199999999999998,2.622
2759,0,0,200.6722,0.00342,6.243,0.12,-21.2,3.08,0.49,5.26,-3.59,2.0,5951.0,107.0,4.319,0.12,1.155
2760,0,0,182.864454,0.000872,3.5791,0.0543,-13.1,2.46,0.1,2.98,-3.03,1.0,4538.0,90.0,4.607,0.039,0.663
2767,0,0,133.09066,0.00635,3.654,0.188,-3.3,0.9,0.17,380.55,-217.28,1.0,6256.0,114.0,4.269,0.12,1.269
2768,0,1,132.56407,0.00841,4.374,0.263,-5.2,0.84,0.24,799.33,-303.09,1.0,5986.0,161.0,4.461,0.081,0.93
2769,0,0,140.3709,0.014,7.702,0.406,-11.3,2.07,0.36,106.93,-89.82,1.0,5808.0,78.0,4.178,0.17600000000000002,1.385
2771,0,0,175.99137,0.00402,2.964,0.125,-49.1,2.74,0.43,64.54,-23.61,1.0,5900.0,105.0,4.5089999999999995,0.021,0.951
2772,0,1,174.9625,0.00425,8.471,0.227,-6.4,20.8,6.08,122.71,-39.98,1.0,6024.0,163.0,4.523,0.05,0.9
2773,0,0,174.52718000000002,0.00211,5.3503,0.0622,-5.6,1.85,0.28,92.18,-56.31,1.0,5973.0,107.0,4.386,0.08,1.081
2774,0,0,132.09517,0.00465,3.486,0.133,-3.7,0.83,0.13,628.16,-383.77,2.0,5973.0,107.0,4.386,0.08,1.081
2775,0,0,170.83245,0.00238,6.9329,0.0878,-7.6,3.64,0.57,50.89,-51.79,1.0,5548.0,110.0,4.038,0.21,1.614
2776,0,0,176.24991,0.00272,7.081,0.0938,-8.4,2.09,0.38,37.56,-20.43,1.0,6156.0,123.0,4.331,0.084,1.18
2777,0,0,174.36652,0.00383,3.634,0.212,-31.3,74.76,15.1,479.0,-500.91,1.0,6171.0,185.0,3.668,0.32299999999999995,2.759
2778,0,0,134.92639599999998,0.000271,2.9267,0.0164,-1.1,1.56,0.07,40.0,-33.67,1.0,5648.0,76.0,4.4719999999999995,0.03,0.894
2779,0,0,171.0118,0.00132,2.5416,0.0779,-13.7,29.41,5.15,230.32,-135.32,1.0,6517.0,71.0,4.265,0.08,1.342
2781,0,0,173.796579,0.000106,2.1704,0.0136,-48.6,14.41,4.69,32.86,-10.49,1.0,6075.0,162.0,4.486000000000001,0.054000000000000006,0.969
2782,0,0,131.75593,0.00229,0.8986,0.0748,-15.4,1.14,0.14,911.54,-614.13,1.0,5089.0,179.0,4.559,0.06,0.757
2783,0,0,154.4165,0.0109,4.735,0.306,-5.5,0.83,0.12,13.88,-8.38,2.0,5680.0,102.0,4.414,0.076,1.016
2785,0,0,136.82336,0.0077,3.437,0.241,-42.5,1.21,0.12,2.37,-1.75,1.0,4563.0,123.0,4.704,0.032,0.567
2787,0,0,139.3578,0.00914,3.913,0.238,-18.1,1.61,0.47,24.23,-7.85,1.0,5815.0,157.0,4.54,0.036000000000000004,0.877
2790,0,0,141.5034,0.0117,5.893,0.28,-15.9,1.21,0.36,72.68,-22.62,1.0,5792.0,155.0,4.547,0.036000000000000004,0.864
2791,0,0,131.71106,0.00432,2.383,0.129,-1.8,1.35,0.24,13963.8,-14922.46,1.0,6020.0,183.0,3.9219999999999997,0.285,2.0
2792,0,0,172.08857,0.00125,4.0448,0.0435,-3.9,1.91,0.29,148.15,-69.55,1.0,5914.0,106.0,4.396,0.04,1.135
2793,0,0,169.86052,0.00465,6.283,0.138,-16.2,4.03,0.94,282.53,-241.99,1.0,6534.0,156.0,3.9730000000000003,0.266,1.9
2794,0,0,196.31173,0.00147,7.831,0.138,-8.3,5.25,1.48,49.32,-33.49,1.0,6629.0,181.0,4.132,0.209,1.619
2795,0,1,132.60756999999998,0.00723,3.096,0.31,-9.6,2.8,0.57,300.43,-286.44,1.0,7004.0,187.0,3.8539999999999996,0.24,2.556
2796,0,0,136.94324,0.0026,6.6358,0.0755,-5.1,2.59,0.15,32.8,-33.1,2.0,6206.0,80.0,4.159,0.048,1.573
2803,0,0,136.1274,0.0129,5.723,0.253,-49.1,2.45,0.75,14.74,-4.73,1.0,5911.0,177.0,4.519,0.048,0.914
2804,1,1,131.8203886,0.008911113748378729,5.2317,0.3187360541864822,-149.54670701830236,0.08,0.0,315.19,-285.73,1.0,5000.0,150.0,4.708,0.049,0.549
2805,0,0,134.1468,0.00494,2.831,0.155,-22.0,1.24,0.22,54.7,-24.03,1.0,5296.0,159.0,4.586,0.03,0.799
2806,0,0,175.60775,0.000268,3.7316,0.0326,-54.6,20.88,6.48,591.72,-242.01,1.0,8347.0,226.0,4.231,0.067,1.715
2807,0,1,132.05088,0.00496,6.24,0.228,-9.6,24.29,5.85,926.14,-325.04,1.0,5718.0,153.0,4.5489999999999995,0.04,0.863
2810,0,0,131.93925,0.0054,1.591,0.155,-10.2,1.24,0.2,496.62,-391.39,1.0,5624.0,76.0,4.256,0.14300000000000002,1.248
2811,0,0,177.72013,0.0023,5.4898,0.0767,-10.1,2.1,0.32,25.52,-18.05,1.0,5747.0,115.0,4.335,0.12,1.099
2812,0,0,133.936337,0.000264,3.8853,0.0186,-92.0,50.44,0.0,0.0,0.0,1.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
2813,0,0,174.57542,0.00155,3.0688,0.0488,-7.2,1.5,0.08,14.39,-11.12,1.0,4908.0,98.0,4.567,0.027999999999999997,0.782
2814,0,0,132.63359,0.00369,2.361,0.122,-5.6,0.73,0.04,42.5,-32.87,2.0,4908.0,98.0,4.567,0.027999999999999997,0.782
2815,0,0,170.139601,0.000862,2.4743,0.0336,-4.4,2.1,0.35,850.5,-611.67,1.0,6078.0,121.0,4.29,0.13699999999999998,1.189
2816,0,0,138.32626000000002,0.0026,3.846,0.139,-8.6,2.55,0.42,70.27,-50.54,2.0,6078.0,121.0,4.29,0.13699999999999998,1.189
2817,0,0,230.9292,0.0117,6.269,0.532,-75.6,27.03,8.49,2.49,-0.82,1.0,6008.0,168.0,4.499,0.052000000000000005,0.93
2819,0,0,131.84558,0.00571,3.397,0.139,-3.4,1.02,0.18,538.44,-496.01,1.0,5758.0,78.0,4.168,0.182,1.385
2820,0,0,133.2285,0.00504,3.449,0.18,-4.2,1.13,0.19,318.11,-293.04,2.0,5758.0,78.0,4.168,0.182,1.385
2821,0,1,134.02945,0.00558,3.505,0.248,-17.8,1.03,0.06,30.53,-31.98,1.0,4266.0,128.0,4.626,0.048,0.643
2822,0,0,134.6581,0.00554,3.45,0.146,-55.5,3.02,0.91,20.22,-6.57,1.0,5815.0,163.0,4.54,0.048,0.877
2823,0,0,179.42137,0.00199,3.516,0.125,-4.5,1.93,0.27,31.37,-26.86,2.0,5931.0,107.0,4.322,0.13699999999999998,1.101
2824,0,0,140.85316,0.00498,3.498,0.144,-33.6,2.06,0.63,79.83,-25.95,2.0,5815.0,163.0,4.54,0.048,0.877
2825,0,0,135.3319,0.011,3.147,0.223,-30.7,1.33,0.14,30.41,-20.81,1.0,5318.0,186.0,4.601,0.078,0.667
2826,0,0,131.71447,0.00135,1.0547,0.0534,-19.4,1.81,0.44,2678.53,-931.7,1.0,5508.0,180.0,4.569,0.028999999999999998,0.84
2828,0,0,540.04161,0.00487,2.455,0.111,-77.7,1.59,0.2,2.67,-2.18,1.0,3675.0,73.0,4.869,0.049,0.398
2831,0,0,154.7616,0.0241,7.987,0.695,-13.3,1.62,0.25,12.29,-11.4,1.0,5675.0,76.0,4.209,0.17600000000000002,1.292
2832,1,0,160.628756,0.000338,14.3948,0.0292,-32.3,17.74,3.15,24.18,-13.3,2.0,5769.0,104.0,4.338,0.095,1.177
2833,0,0,176.666844,0.000747,2.9225,0.0301,-10.5,2.73,0.32,51.74,-35.38,1.0,5497.0,109.0,4.437,0.09,0.941
2834,0,0,177.61518999999998,0.00136,2.553,0.0457,-9.4,1.74,0.2,91.02,-62.25,2.0,5497.0,109.0,4.437,0.09,0.941
2835,0,0,170.335759,0.000572,3.3061,0.0213,-3.9,2.75,0.44,217.07,-182.3,1.0,5794.0,105.0,4.263,0.156,1.225
2836,0,0,170.496204,0.000788,2.5273,0.0291,-3.1,1.94,0.31,678.14,-569.52,2.0,5794.0,105.0,4.263,0.156,1.225
2837,0,0,131.93796,0.0024,1.4528,0.0801,-4.5,1.15,0.37,2567.35,-935.14,1.0,6220.0,172.0,4.378,0.087,1.108
2839,0,0,132.29025,0.00512,1.952,0.117,-11.9,1.29,0.41,1592.93,-504.68,1.0,6119.0,211.0,4.4719999999999995,0.055999999999999994,0.981
2840,0,0,134.75185,0.00747,3.381,0.169,-28.7,1.9,0.21,26.88,-21.65,1.0,5142.0,179.0,4.515,0.08800000000000001,0.789
2842,0,0,138.4219,0.0195,4.73,0.485,-3.8,0.91,0.16,243.02,-174.16,1.0,6296.0,113.0,4.21,0.125,1.444
2844,0,0,149.0376,0.013,6.829,0.32,-21.0,1.94,0.55,95.74,-42.35,1.0,6572.0,187.0,4.365,0.062,1.238
2845,1,1,132.05138,0.00161,6.28,0.0736,-11.0,29.1,9.03,1864.11,-618.35,1.0,6091.0,189.0,4.487,0.052000000000000005,0.967
2847,0,0,169.1411,0.0136,7.029,0.422,-13.4,2.51,0.4,22.18,-23.45,1.0,5430.0,81.0,3.923,0.188,1.902
2849,0,0,135.1016,0.0057,2.098,0.223,-29.3,1.83,0.56,145.33,-53.14,1.0,6355.0,172.0,4.41,0.062,1.108
2851,0,0,403.672042,0.000914,16.425,0.101,-11.7,7.56,1.17,1.25,-1.22,1.0,5866.0,105.0,4.117,0.195,1.417
2852,0,0,148.70814,0.00603,7.797,0.16,-7.2,1.67,0.27,12.0,-10.07,3.0,5794.0,105.0,4.263,0.156,1.225
2853,0,0,168.011233,0.000618,2.5814,0.0875,-596.0,17.82,2.75,167.53,-84.91,1.0,5231.0,203.0,4.544,0.049,0.821
2854,0,0,171.33486100000002,0.000954,5.77,0.0376,-10.6,2.87,0.37,5.0,-2.25,1.0,5607.0,101.0,4.5360000000000005,0.027999999999999997,0.863
2855,0,0,173.194404,0.000819,4.5612,0.0413,-11.3,2.81,0.12,1.78,-1.98,1.0,4883.0,97.0,4.5489999999999995,0.06,0.749
2856,0,0,170.78679,0.00127,2.6811,0.0614,-22.2,2.62,0.18,8.39,-5.26,1.0,5103.0,102.0,4.584,0.02,0.768
2858,0,0,132.00778,0.00151,2.0734,0.073,-7.6,31.17,10.41,7688.15,-2601.69,1.0,6290.0,175.0,4.442,0.067,1.044
2859,0,1,131.74958,0.00232,1.7402,0.0805,-11.0,1.21,0.29,2917.27,-1138.81,1.0,5793.0,155.0,4.561,0.04,0.832
2861,0,0,132.142,0.00209,0.7645,0.0968,-6.5,2.32,0.37,13329.89,-16907.16,1.0,6854.0,184.0,3.8080000000000003,0.285,2.715
2864,0,1,139.43903,0.00935,5.42,0.642,-39.1,16.63,2.16,4.54,-2.58,1.0,4947.0,222.0,4.621,0.03,0.714
2865,0,0,169.64043999999998,0.00153,3.3629,0.0481,-2.6,1.4,0.2,124.36,-106.48,1.0,5931.0,107.0,4.322,0.13699999999999998,1.101
2866,1,0,131.5771,0.0176,20.644,0.519,-8.3,2.02,0.31,5.51,-5.6,3.0,5676.0,115.0,4.1,0.203,1.487
2869,0,0,171.42605,0.00113,1.8592,0.0385,-5.3,2.55,0.8,2622.64,-1376.35,1.0,6958.0,196.0,4.195,0.132,1.529
2870,0,0,185.1533,0.00223,7.634,0.0784,-6.1,2.72,0.41,19.87,-20.03,1.0,5611.0,114.0,4.144,0.195,1.4
2871,0,0,134.10067,0.00244,2.1492,0.0697,-6.6,2.04,0.31,120.9,-121.84,2.0,5611.0,114.0,4.144,0.195,1.4
2872,0,0,160.47651000000002,0.000358,19.6638,0.0232,-14.2,11.97,3.43,9.72,-3.86,1.0,5843.0,182.0,4.4030000000000005,0.087,1.073
2873,0,0,171.842572,0.0008,2.253,0.0265,-3.3,1.44,0.19,282.45,-198.83,1.0,5780.0,103.0,4.421,0.1,0.966
2875,0,0,187.363955,0.000731,4.5941,0.0706,-14.7,3.27,0.19,1.57,-1.13,1.0,4687.0,93.0,4.627,0.015,0.69
2879,0,0,140.498929,0.000586,14.404,0.0319,-25.3,10.89,1.77,0.79,-0.55,1.0,5970.0,107.0,4.317,0.11,1.2
2880,0,0,137.51003,0.00496,4.562,0.128,-13.0,1.7,0.47,81.91,-27.32,1.0,6038.0,163.0,4.524,0.046,0.898
2881,0,1,131.55611000000002,0.00749,3.275,0.421,-6.8,0.72,0.1,297.79,-155.95,1.0,5024.0,227.0,4.613,0.027999999999999997,0.736
2882,0,0,181.23394299999998,0.000603,4.5112,0.0195,-2.4,2.43,0.12,20.74,-20.33,1.0,6407.0,76.0,4.268,0.03,1.337
2883,0,0,189.04353999999998,0.00147,8.087,0.052,-3.1,2.45,0.12,17.77,-9.89,1.0,5671.0,111.0,4.093999999999999,0.033,1.36
2885,0,0,131.91926999999998,0.00514,3.097,0.164,-5.5,1.6,0.29,1161.5,-876.37,1.0,5282.0,84.0,3.9130000000000003,0.126,1.899
2886,0,0,133.92978,0.00289,1.7,0.0873,-12.1,1.74,0.48,345.81,-174.42,1.0,5933.0,160.0,4.334,0.136,1.118
2887,0,0,146.66221000000002,0.00567,3.204,0.182,-18.9,2.84,1.6,121.8,-61.97,1.0,5011.0,134.0,3.903,0.644,1.781
2888,0,0,154.3759,0.0111,2.539,0.392,-53.1,1.95,0.19,6.49,-5.36,1.0,5141.0,153.0,4.505,0.08800000000000001,0.806
2890,0,0,131.49437,0.00283,2.6439,0.0854,-46.2,29.83,5.58,745.61,-320.86,1.0,5337.0,185.0,4.593999999999999,0.037000000000000005,0.764
2891,0,1,172.21917,0.0034,2.768,0.101,-3.5,1.52,0.3,887.54,-794.14,1.0,6591.0,169.0,4.024,0.273,1.646
2892,0,0,193.038,0.00196,5.82,0.0692,-9.3,2.78,0.48,20.42,-15.99,1.0,5929.0,107.0,4.243,0.13699999999999998,1.363
2893,0,0,171.875619,0.000897,2.9331,0.0378,-4.1,1.94,0.3,152.76,-99.11,1.0,5923.0,107.0,4.377,0.099,1.054
2894,0,0,135.50958,0.0028,2.0138,0.0895,-6.5,1.28,0.2,64.93,-42.12,2.0,5923.0,107.0,4.377,0.099,1.054
2895,0,0,178.48498,0.00165,5.4033,0.0637,-8.0,2.53,0.37,15.07,-11.5,1.0,5725.0,114.0,4.3260000000000005,0.13699999999999998,1.088
2896,0,0,147.05686699999998,0.000886,11.9922,0.0347,-18.5,7.7,1.25,1.45,-1.01,2.0,5970.0,107.0,4.317,0.11,1.2
2898,0,0,158.95973999999998,0.00276,8.0006,0.0951,-13.3,2.84,0.46,7.78,-5.4,3.0,5970.0,107.0,4.317,0.11,1.2
2899,0,0,172.259054,0.000392,2.4475,0.0316,-81.5,10.72,0.0,0.0,0.0,1.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
2900,0,0,191.80728,0.00242,5.0119,0.1,-11.2,3.25,0.52,25.72,-23.34,1.0,5857.0,105.0,4.204,0.17600000000000002,1.305
2903,0,0,132.01554,0.00197,4.015,0.07,-24.4,31.12,9.04,4624.29,-1576.53,3.0,5853.0,163.0,4.529,0.048,0.895
2904,0,0,131.62458,0.00432,3.167,0.132,-19.3,2.03,0.66,533.78,-195.42,1.0,6415.0,177.0,4.374,0.065,1.224
2905,0,0,141.81212,0.00678,2.435,0.251,-47.3,1.77,0.3,16.14,-7.4,1.0,5380.0,160.0,4.6160000000000005,0.035,0.721
2906,0,1,132.0842,0.0115,4.216,0.185,-7.7,1.3,0.43,2163.24,-1106.29,1.0,5701.0,172.0,4.291,0.247,1.068
2907,0,0,141.49504,0.00471,5.782,0.147,-50.5,2.82,0.74,18.48,-6.73,1.0,5858.0,157.0,4.553,0.035,0.849
2908,0,0,131.72408000000001,0.00278,1.954,0.123,-4.8,0.93,0.29,5463.62,-1722.7,1.0,6050.0,163.0,4.5089999999999995,0.04,0.92
2909,1,0,524.8465031000001,0.008911113748378729,12.1687,0.3187360541864822,-149.54670701830236,1.53,0.12,0.13,-0.11,2.0,5316.0,106.0,4.477,0.077,0.872
2912,0,0,138.1757,0.0162,5.609,0.62,-35.0,1.28,0.21,8.63,-3.74,1.0,5517.0,163.0,4.631,0.032,0.704
2913,0,0,168.8626,0.00181,3.2601,0.0544,-2.5,1.22,0.17,130.63,-111.84,3.0,5931.0,107.0,4.322,0.13699999999999998,1.101
2914,0,1,132.36168,0.00529,3.625,0.198,-11.0,2.9,0.92,16506.78,-10443.48,1.0,9206.0,251.0,4.112,0.16,2.157
2916,0,0,172.27915,0.00184,3.0933,0.045,-3.9,2.03,0.36,280.53,-193.75,1.0,6085.0,108.0,4.218,0.12,1.463
2917,0,0,178.30806,0.00187,2.6403,0.0572,-8.4,1.5,0.09,5.48,-4.66,1.0,5250.0,105.0,4.541,0.05,0.79
2919,0,0,170.54371899999998,0.000605,1.9118,0.0213,-3.7,1.88,0.27,645.82,-492.42,1.0,5533.0,110.0,4.337,0.132,1.089
2920,0,0,174.365353,0.000325,5.8638,0.0231,-53.9,15.02,0.0,0.0,0.0,1.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
2921,0,1,171.65845,0.00233,3.73,0.0955,-2.4,2.07,0.43,1400.54,-1246.33,1.0,5947.0,178.0,3.9389999999999996,0.308,1.796
2922,0,0,171.52098,0.00126,4.3149,0.047,-7.9,2.27,0.32,25.18,-11.33,1.0,5936.0,94.0,4.501,0.019,0.965
2924,0,0,172.900587,0.000828,2.8887,0.028,-4.6,2.37,0.39,269.78,-192.98,1.0,6045.0,121.0,4.276,0.115,1.298
2925,0,0,170.52583,0.000206,1.9640099999999998,0.00799,-5.0,5.95,3.57,5492.75,-2509.08,1.0,5311.0,159.0,3.864,0.7490000000000001,1.769
2926,0,0,172.8026986,3.17e-05,5.3007,0.00244,-14.9,30.35,4.76,32.14,-30.77,1.0,5926.0,70.0,4.187,0.17600000000000002,1.351
2928,0,0,144.9175,0.011,4.438,0.265,-10.5,1.26,0.18,20.69,-14.16,1.0,5605.0,101.0,4.381,0.11,1.015
2929,0,0,132.82099,0.00517,2.97,0.149,-7.4,1.31,0.2,53.84,-42.56,1.0,5721.0,103.0,4.3069999999999995,0.14300000000000002,1.131
2930,0,0,137.52651,0.00742,4.117,0.215,-15.8,1.35,0.45,85.77,-26.68,1.0,6065.0,180.0,4.487,0.054000000000000006,0.962
2931,0,0,182.10349399999998,0.000635,5.9291,0.0409,-3.7,2.98,0.13,6.51,-5.82,1.0,5903.0,70.0,4.303999999999999,0.02,1.137
2932,0,0,136.9462,0.0203,6.354,0.506,-35.4,3.2,0.54,47.72,-44.51,1.0,5902.0,70.0,4.128,0.182,1.513
2937,0,1,131.99239,0.00444,1.703,0.21,-11.8,0.92,0.25,790.73,-269.86,1.0,5769.0,155.0,4.57,0.032,0.812
2938,0,0,136.43851,0.00186,2.7678,0.0611,-21.2,2.27,0.09,2.25,-2.83,2.0,4963.0,81.0,4.501,0.07200000000000001,0.826
2941,0,0,198.238709,0.000923,5.278,0.0815,-30.2,6.77,1.07,6.03,-2.64,1.0,5768.0,78.0,4.434,0.054000000000000006,1.015
2942,0,0,138.90683,0.00364,7.495,0.145,-18.2,2.68,0.43,8.91,-3.9,2.0,5768.0,78.0,4.434,0.054000000000000006,1.015
2943,1,0,164.4576,0.0408,6.92,1.8,-14.9,1.21,0.21,15.45,-9.2,2.0,6007.0,108.0,4.353,0.084,1.126
2944,0,0,141.51366000000002,0.00346,3.377,0.103,-13.6,1.5,0.06,7.44,-9.65,2.0,4963.0,79.0,4.501,0.075,0.826
2945,0,1,135.722038,0.000833,1.737,0.0329,-2.4,3.88,0.89,18961.85,-19066.16,1.0,5812.0,175.0,3.5980000000000003,0.36700000000000005,3.227
2946,0,0,183.40875,0.00239,4.1344,0.0778,-17.4,2.8,0.92,49.48,-16.17,1.0,6242.0,168.0,4.442,0.055999999999999994,1.047
2947,0,1,240.85147999999998,0.00231,7.409,0.176,-120.0,9.3,1.48,1.3,-1.05,1.0,5646.0,112.0,4.2780000000000005,0.162,1.153
2949,0,0,172.8202233,5.85e-05,2.3061,0.0122,-20.1,11.76,3.12,206.37,-90.99,1.0,5359.0,175.0,4.425,0.136,0.915
2950,1,0,250.634242,0.000638,8.3017,0.0619,-92.8,14.38,4.48,0.47,-0.17,1.0,6230.0,169.0,4.397,0.087,1.047
2951,0,0,202.858405,0.000202,5.9269099999999995,0.00815,-18.3,14.43,2.49,66.74,-58.19,1.0,6266.0,125.0,4.101,0.182,1.522
2952,0,0,170.39327600000001,0.000137,2.59202,0.00892,-68.2,28.66,7.98,1231.53,-412.53,1.0,6202.0,187.0,4.537,0.05,0.858
2953,0,0,135.92906000000002,0.00377,2.9815,0.099,-3.8,0.84,0.09,57.77,-41.06,4.0,5465.0,109.0,4.449,0.085,0.925
2954,1,0,208.4914,0.0345,9.81,1.0,-37.3,1.35,0.14,0.53,-0.43,5.0,5600.0,112.0,4.455,0.102,0.872
2955,0,0,169.65031000000002,0.00229,3.8516,0.083,-23.1,2.31,0.35,17.1,-8.74,1.0,5215.0,173.0,4.518,0.048,0.867
2956,0,0,171.114662,0.000533,1.4814,0.0241,-27.4,2.46,0.14,1.67,-1.77,1.0,3744.0,75.0,4.718,0.039,0.537
2957,0,0,193.38946,0.00129,5.3278,0.0482,-14.5,2.97,0.35,6.39,-4.14,1.0,5515.0,109.0,4.453,0.076,0.925
2958,0,0,172.311001,0.000678,2.1055,0.0295,-9.8,2.42,0.55,170.96,-66.17,1.0,5480.0,164.0,4.5089999999999995,0.063,0.865
2959,0,0,171.972352,0.000669,2.752,0.0222,-10.7,2.3,0.45,50.76,-19.92,1.0,5409.0,162.0,4.609,0.03,0.746
2962,0,0,173.726435,0.000907,1.8385,0.0336,-25.0,3.98,1.1,110.58,-63.99,1.0,5770.0,156.0,4.289,0.204,1.152
2963,0,0,132.040528,0.000542,4.0185,0.0168,-1.9,2.56,0.1,73.19,-93.4,1.0,6181.0,68.0,4.22,0.033,1.424
2964,0,0,171.044219,0.000334,1.7547,0.0122,-7.1,2.89,0.79,654.25,-226.9,1.0,5703.0,154.0,4.498,0.036000000000000004,0.975
2965,0,1,171.69616000000002,0.00417,5.055,0.275,-9.9,1.58,0.39,55.29,-18.75,1.0,5834.0,157.0,4.591,0.038,0.774
2967,0,0,169.879804,0.000616,5.2677,0.0434,-7.6,3.89,1.18,283.35,-120.95,1.0,6026.0,190.0,4.3660000000000005,0.10800000000000001,1.108
2968,0,0,170.07102,0.00104,1.8073,0.0369,-7.4,1.46,0.09,99.07,-72.72,1.0,5103.0,101.0,4.562,0.032,0.787
2969,0,0,132.59298,0.00136,1.6011,0.042,-10.6,1.63,0.1,43.15,-31.66,2.0,5103.0,101.0,4.562,0.032,0.787
2970,0,0,175.7111,0.00105,2.7975,0.0406,-12.6,2.54,0.61,123.97,-49.58,1.0,5822.0,140.0,4.529,0.042,0.898
2971,0,0,175.91428100000002,0.000719,2.7374,0.0259,-15.0,3.21,0.77,102.02,-40.87,1.0,5713.0,138.0,4.541,0.042,0.893
2973,0,0,169.753676,0.000329,1.8931,0.0328,-139.0,14.88,4.81,260.64,-83.78,1.0,5936.0,176.0,4.501,0.039,0.965
